"year","sex","ageGroup","population","order"
2082,"FM","0",59,101
2082,"FM","1",59,100
2082,"FM","2",60,99
2082,"FM","3",60,98
2082,"FM","4",61,97
2082,"FM","5",61,96
2082,"FM","6",62,95
2082,"FM","7",62,94
2082,"FM","8",63,93
2082,"FM","9",64,92
2082,"FM","10",65,91
2082,"FM","11",65,90
2082,"FM","12",66,89
2082,"FM","13",66,88
2082,"FM","14",67,87
2082,"FM","15",68,86
2082,"FM","16",69,85
2082,"FM","17",69,84
2082,"FM","18",70,83
2082,"FM","19",71,82
2082,"FM","20",72,81
2082,"FM","21",72,80
2082,"FM","22",73,79
2082,"FM","23",74,78
2082,"FM","24",75,77
2082,"FM","25",76,76
2082,"FM","26",77,75
2082,"FM","27",78,74
2082,"FM","28",78,73
2082,"FM","29",79,72
2082,"FM","30",79,71
2082,"FM","31",79,70
2082,"FM","32",79,69
2082,"FM","33",80,68
2082,"FM","34",80,67
2082,"FM","35",80,66
2082,"FM","36",81,65
2082,"FM","37",81,64
2082,"FM","38",81,63
2082,"FM","39",82,62
2082,"FM","40",83,61
2082,"FM","41",84,60
2082,"FM","42",85,59
2082,"FM","43",86,58
2082,"FM","44",88,57
2082,"FM","45",89,56
2082,"FM","46",91,55
2082,"FM","47",93,54
2082,"FM","48",94,53
2082,"FM","49",96,52
2082,"FM","50",97,51
2082,"FM","51",98,50
2082,"FM","52",98,49
2082,"FM","53",99,48
2082,"FM","54",99,47
2082,"FM","55",100,46
2082,"FM","56",100,45
2082,"FM","57",100,44
2082,"FM","58",100,43
2082,"FM","59",99,42
2082,"FM","60",99,41
2082,"FM","61",99,40
2082,"FM","62",99,39
2082,"FM","63",101,38
2082,"FM","64",104,37
2082,"FM","65",107,36
2082,"FM","66",110,35
2082,"FM","67",112,34
2082,"FM","68",110,33
2082,"FM","69",110,32
2082,"FM","70",106,31
2082,"FM","71",99,30
2082,"FM","72",97,29
2082,"FM","73",97,28
2082,"FM","74",98,27
2082,"FM","75",99,26
2082,"FM","76",100,25
2082,"FM","77",103,24
2082,"FM","78",106,23
2082,"FM","79",109,22
2082,"FM","80",114,21
2082,"FM","81",119,20
2082,"FM","82",123,19
2082,"FM","83",125,18
2082,"FM","84",126,17
2082,"FM","85",125,16
2082,"FM","86",123,15
2082,"FM","87",119,14
2082,"FM","88",114,13
2082,"FM","89",108,12
2082,"FM","90",101,11
2082,"FM","91",93,10
2082,"FM","92",85,9
2082,"FM","93",78,8
2082,"FM","94",72,7
2082,"FM","95",67,6
2082,"FM","96",61,5
2082,"FM","97",55,4
2082,"FM","98",48,3
2082,"FM","99",41,2
2082,"FM","100+",133,1
2082,"M","0",63,101
2082,"M","1",63,100
2082,"M","2",63,99
2082,"M","3",64,98
2082,"M","4",64,97
2082,"M","5",65,96
2082,"M","6",65,95
2082,"M","7",66,94
2082,"M","8",67,93
2082,"M","9",68,92
2082,"M","10",68,91
2082,"M","11",69,90
2082,"M","12",70,89
2082,"M","13",70,88
2082,"M","14",71,87
2082,"M","15",72,86
2082,"M","16",73,85
2082,"M","17",73,84
2082,"M","18",74,83
2082,"M","19",75,82
2082,"M","20",75,81
2082,"M","21",76,80
2082,"M","22",77,79
2082,"M","23",78,78
2082,"M","24",79,77
2082,"M","25",80,76
2082,"M","26",81,75
2082,"M","27",81,74
2082,"M","28",82,73
2082,"M","29",82,72
2082,"M","30",83,71
2082,"M","31",83,70
2082,"M","32",83,69
2082,"M","33",83,68
2082,"M","34",84,67
2082,"M","35",84,66
2082,"M","36",84,65
2082,"M","37",85,64
2082,"M","38",85,63
2082,"M","39",86,62
2082,"M","40",86,61
2082,"M","41",88,60
2082,"M","42",89,59
2082,"M","43",90,58
2082,"M","44",92,57
2082,"M","45",93,56
2082,"M","46",95,55
2082,"M","47",97,54
2082,"M","48",98,53
2082,"M","49",99,52
2082,"M","50",100,51
2082,"M","51",101,50
2082,"M","52",102,49
2082,"M","53",102,48
2082,"M","54",103,47
2082,"M","55",103,46
2082,"M","56",103,45
2082,"M","57",103,44
2082,"M","58",102,43
2082,"M","59",102,42
2082,"M","60",101,41
2082,"M","61",101,40
2082,"M","62",101,39
2082,"M","63",103,38
2082,"M","64",105,37
2082,"M","65",109,36
2082,"M","66",112,35
2082,"M","67",112,34
2082,"M","68",111,33
2082,"M","69",110,32
2082,"M","70",106,31
2082,"M","71",99,30
2082,"M","72",96,29
2082,"M","73",96,28
2082,"M","74",96,27
2082,"M","75",96,26
2082,"M","76",97,25
2082,"M","77",99,24
2082,"M","78",101,23
2082,"M","79",103,22
2082,"M","80",106,21
2082,"M","81",109,20
2082,"M","82",111,19
2082,"M","83",112,18
2082,"M","84",110,17
2082,"M","85",107,16
2082,"M","86",103,15
2082,"M","87",97,14
2082,"M","88",90,13
2082,"M","89",83,12
2082,"M","90",75,11
2082,"M","91",67,10
2082,"M","92",59,9
2082,"M","93",52,8
2082,"M","94",45,7
2082,"M","95",38,6
2082,"M","96",33,5
2082,"M","97",27,4
2082,"M","98",21,3
2082,"M","99",16,2
2082,"M","100+",38,1
