"year","sex","ageGroup","population","order"
1995,"FM","0",150,101
1995,"FM","1",152,100
1995,"FM","2",153,99
1995,"FM","3",154,98
1995,"FM","4",150,97
1995,"FM","5",144,96
1995,"FM","6",144,95
1995,"FM","7",150,94
1995,"FM","8",157,93
1995,"FM","9",164,92
1995,"FM","10",171,91
1995,"FM","11",178,90
1995,"FM","12",185,89
1995,"FM","13",190,88
1995,"FM","14",196,87
1995,"FM","15",200,86
1995,"FM","16",201,85
1995,"FM","17",200,84
1995,"FM","18",196,83
1995,"FM","19",190,82
1995,"FM","20",183,81
1995,"FM","21",178,80
1995,"FM","22",175,79
1995,"FM","23",176,78
1995,"FM","24",178,77
1995,"FM","25",182,76
1995,"FM","26",186,75
1995,"FM","27",189,74
1995,"FM","28",192,73
1995,"FM","29",193,72
1995,"FM","30",194,71
1995,"FM","31",194,70
1995,"FM","32",193,69
1995,"FM","33",191,68
1995,"FM","34",189,67
1995,"FM","35",186,66
1995,"FM","36",183,65
1995,"FM","37",181,64
1995,"FM","38",179,63
1995,"FM","39",177,62
1995,"FM","40",175,61
1995,"FM","41",170,60
1995,"FM","42",163,59
1995,"FM","43",153,58
1995,"FM","44",140,57
1995,"FM","45",127,56
1995,"FM","46",115,55
1995,"FM","47",105,54
1995,"FM","48",97,53
1995,"FM","49",91,52
1995,"FM","50",87,51
1995,"FM","51",84,50
1995,"FM","52",82,49
1995,"FM","53",82,48
1995,"FM","54",82,47
1995,"FM","55",82,46
1995,"FM","56",82,45
1995,"FM","57",82,44
1995,"FM","58",80,43
1995,"FM","59",77,42
1995,"FM","60",74,41
1995,"FM","61",70,40
1995,"FM","62",68,39
1995,"FM","63",65,38
1995,"FM","64",63,37
1995,"FM","65",60,36
1995,"FM","66",58,35
1995,"FM","67",55,34
1995,"FM","68",53,33
1995,"FM","69",50,32
1995,"FM","70",47,31
1995,"FM","71",44,30
1995,"FM","72",40,29
1995,"FM","73",37,28
1995,"FM","74",34,27
1995,"FM","75",31,26
1995,"FM","76",28,25
1995,"FM","77",25,24
1995,"FM","78",23,23
1995,"FM","79",21,22
1995,"FM","80",19,21
1995,"FM","81",18,20
1995,"FM","82",16,19
1995,"FM","83",14,18
1995,"FM","84",11,17
1995,"FM","85",9,16
1995,"FM","86",7,15
1995,"FM","87",5,14
1995,"FM","88",4,13
1995,"FM","89",3,12
1995,"FM","90",2,11
1995,"FM","91",2,10
1995,"FM","92",2,9
1995,"FM","93",1,8
1995,"FM","94",1,7
1995,"FM","95",1,6
1995,"FM","96",0,5
1995,"FM","97",0,4
1995,"FM","98",0,3
1995,"FM","99",0,2
1995,"FM","100+",0,1
1995,"M","0",163,101
1995,"M","1",165,100
1995,"M","2",167,99
1995,"M","3",168,98
1995,"M","4",166,97
1995,"M","5",161,96
1995,"M","6",162,95
1995,"M","7",167,94
1995,"M","8",173,93
1995,"M","9",179,92
1995,"M","10",186,91
1995,"M","11",193,90
1995,"M","12",198,89
1995,"M","13",204,88
1995,"M","14",209,87
1995,"M","15",212,86
1995,"M","16",213,85
1995,"M","17",212,84
1995,"M","18",207,83
1995,"M","19",200,82
1995,"M","20",192,81
1995,"M","21",187,80
1995,"M","22",184,79
1995,"M","23",186,78
1995,"M","24",190,77
1995,"M","25",195,76
1995,"M","26",201,75
1995,"M","27",205,74
1995,"M","28",207,73
1995,"M","29",209,72
1995,"M","30",209,71
1995,"M","31",208,70
1995,"M","32",206,69
1995,"M","33",204,68
1995,"M","34",201,67
1995,"M","35",197,66
1995,"M","36",194,65
1995,"M","37",192,64
1995,"M","38",189,63
1995,"M","39",187,62
1995,"M","40",184,61
1995,"M","41",179,60
1995,"M","42",171,59
1995,"M","43",160,58
1995,"M","44",147,57
1995,"M","45",133,56
1995,"M","46",121,55
1995,"M","47",110,54
1995,"M","48",102,53
1995,"M","49",95,52
1995,"M","50",90,51
1995,"M","51",87,50
1995,"M","52",84,49
1995,"M","53",82,48
1995,"M","54",82,47
1995,"M","55",82,46
1995,"M","56",81,45
1995,"M","57",80,44
1995,"M","58",79,43
1995,"M","59",77,42
1995,"M","60",75,41
1995,"M","61",73,40
1995,"M","62",73,39
1995,"M","63",74,38
1995,"M","64",75,37
1995,"M","65",77,36
1995,"M","66",77,35
1995,"M","67",76,34
1995,"M","68",73,33
1995,"M","69",68,32
1995,"M","70",63,31
1995,"M","71",57,30
1995,"M","72",51,29
1995,"M","73",46,28
1995,"M","74",41,27
1995,"M","75",36,26
1995,"M","76",32,25
1995,"M","77",28,24
1995,"M","78",25,23
1995,"M","79",22,22
1995,"M","80",20,21
1995,"M","81",18,20
1995,"M","82",15,19
1995,"M","83",13,18
1995,"M","84",10,17
1995,"M","85",7,16
1995,"M","86",5,15
1995,"M","87",3,14
1995,"M","88",2,13
1995,"M","89",2,12
1995,"M","90",1,11
1995,"M","91",1,10
1995,"M","92",1,9
1995,"M","93",1,8
1995,"M","94",1,7
1995,"M","95",0,6
1995,"M","96",0,5
1995,"M","97",0,4
1995,"M","98",0,3
1995,"M","99",0,2
1995,"M","100+",0,1
