"year","sex","ageGroup","population","order"
1973,"FM","0",194,101
1973,"FM","1",194,100
1973,"FM","2",196,99
1973,"FM","3",198,98
1973,"FM","4",200,97
1973,"FM","5",202,96
1973,"FM","6",205,95
1973,"FM","7",207,94
1973,"FM","8",208,93
1973,"FM","9",207,92
1973,"FM","10",205,91
1973,"FM","11",202,90
1973,"FM","12",199,89
1973,"FM","13",196,88
1973,"FM","14",193,87
1973,"FM","15",191,86
1973,"FM","16",189,85
1973,"FM","17",185,84
1973,"FM","18",181,83
1973,"FM","19",176,82
1973,"FM","20",169,81
1973,"FM","21",161,80
1973,"FM","22",151,79
1973,"FM","23",138,78
1973,"FM","24",126,77
1973,"FM","25",118,76
1973,"FM","26",111,75
1973,"FM","27",107,74
1973,"FM","28",103,73
1973,"FM","29",101,72
1973,"FM","30",99,71
1973,"FM","31",97,70
1973,"FM","32",96,69
1973,"FM","33",96,68
1973,"FM","34",96,67
1973,"FM","35",95,66
1973,"FM","36",93,65
1973,"FM","37",89,64
1973,"FM","38",86,63
1973,"FM","39",83,62
1973,"FM","40",80,61
1973,"FM","41",78,60
1973,"FM","42",76,59
1973,"FM","43",74,58
1973,"FM","44",72,57
1973,"FM","45",69,56
1973,"FM","46",67,55
1973,"FM","47",64,54
1973,"FM","48",61,53
1973,"FM","49",58,52
1973,"FM","50",56,51
1973,"FM","51",53,50
1973,"FM","52",51,49
1973,"FM","53",49,48
1973,"FM","54",47,47
1973,"FM","55",45,46
1973,"FM","56",43,45
1973,"FM","57",42,44
1973,"FM","58",41,43
1973,"FM","59",39,42
1973,"FM","60",38,41
1973,"FM","61",35,40
1973,"FM","62",32,39
1973,"FM","63",30,38
1973,"FM","64",27,37
1973,"FM","65",24,36
1973,"FM","66",23,35
1973,"FM","67",22,34
1973,"FM","68",20,33
1973,"FM","69",19,32
1973,"FM","70",18,31
1973,"FM","71",17,30
1973,"FM","72",15,29
1973,"FM","73",13,28
1973,"FM","74",12,27
1973,"FM","75",10,26
1973,"FM","76",9,25
1973,"FM","77",8,24
1973,"FM","78",7,23
1973,"FM","79",7,22
1973,"FM","80",6,21
1973,"FM","81",5,20
1973,"FM","82",4,19
1973,"FM","83",4,18
1973,"FM","84",3,17
1973,"FM","85",2,16
1973,"FM","86",2,15
1973,"FM","87",1,14
1973,"FM","88",1,13
1973,"FM","89",1,12
1973,"FM","90",1,11
1973,"FM","91",0,10
1973,"FM","92",0,9
1973,"FM","93",0,8
1973,"FM","94",0,7
1973,"FM","95",0,6
1973,"FM","96",0,5
1973,"FM","97",0,4
1973,"FM","98",0,3
1973,"FM","99",0,2
1973,"FM","100+",0,1
1973,"M","0",206,101
1973,"M","1",207,100
1973,"M","2",209,99
1973,"M","3",212,98
1973,"M","4",215,97
1973,"M","5",218,96
1973,"M","6",221,95
1973,"M","7",222,94
1973,"M","8",223,93
1973,"M","9",221,92
1973,"M","10",219,91
1973,"M","11",216,90
1973,"M","12",212,89
1973,"M","13",209,88
1973,"M","14",206,87
1973,"M","15",203,86
1973,"M","16",201,85
1973,"M","17",197,84
1973,"M","18",193,83
1973,"M","19",186,82
1973,"M","20",179,81
1973,"M","21",170,80
1973,"M","22",160,79
1973,"M","23",145,78
1973,"M","24",131,77
1973,"M","25",123,76
1973,"M","26",115,75
1973,"M","27",110,74
1973,"M","28",106,73
1973,"M","29",103,72
1973,"M","30",101,71
1973,"M","31",99,70
1973,"M","32",98,69
1973,"M","33",97,68
1973,"M","34",97,67
1973,"M","35",96,66
1973,"M","36",93,65
1973,"M","37",89,64
1973,"M","38",86,63
1973,"M","39",83,62
1973,"M","40",81,61
1973,"M","41",80,60
1973,"M","42",81,59
1973,"M","43",81,58
1973,"M","44",81,57
1973,"M","45",80,56
1973,"M","46",78,55
1973,"M","47",76,54
1973,"M","48",73,53
1973,"M","49",71,52
1973,"M","50",68,51
1973,"M","51",65,50
1973,"M","52",63,49
1973,"M","53",60,48
1973,"M","54",57,47
1973,"M","55",55,46
1973,"M","56",52,45
1973,"M","57",50,44
1973,"M","58",48,43
1973,"M","59",45,42
1973,"M","60",43,41
1973,"M","61",39,40
1973,"M","62",36,39
1973,"M","63",32,38
1973,"M","64",29,37
1973,"M","65",26,36
1973,"M","66",23,35
1973,"M","67",21,34
1973,"M","68",20,33
1973,"M","69",18,32
1973,"M","70",16,31
1973,"M","71",14,30
1973,"M","72",12,29
1973,"M","73",10,28
1973,"M","74",9,27
1973,"M","75",7,26
1973,"M","76",6,25
1973,"M","77",5,24
1973,"M","78",4,23
1973,"M","79",4,22
1973,"M","80",3,21
1973,"M","81",3,20
1973,"M","82",2,19
1973,"M","83",2,18
1973,"M","84",1,17
1973,"M","85",1,16
1973,"M","86",1,15
1973,"M","87",0,14
1973,"M","88",0,13
1973,"M","89",0,12
1973,"M","90",0,11
1973,"M","91",0,10
1973,"M","92",0,9
1973,"M","93",0,8
1973,"M","94",0,7
1973,"M","95",0,6
1973,"M","96",0,5
1973,"M","97",0,4
1973,"M","98",0,3
1973,"M","99",0,2
1973,"M","100+",0,1
