"year","sex","ageGroup","population","order"
2002,"FM","0",123,101
2002,"FM","1",131,100
2002,"FM","2",139,99
2002,"FM","3",144,98
2002,"FM","4",147,97
2002,"FM","5",150,96
2002,"FM","6",152,95
2002,"FM","7",154,94
2002,"FM","8",155,93
2002,"FM","9",154,92
2002,"FM","10",153,91
2002,"FM","11",151,90
2002,"FM","12",149,89
2002,"FM","13",150,88
2002,"FM","14",153,87
2002,"FM","15",158,86
2002,"FM","16",165,85
2002,"FM","17",174,84
2002,"FM","18",181,83
2002,"FM","19",188,82
2002,"FM","20",195,81
2002,"FM","21",200,80
2002,"FM","22",203,79
2002,"FM","23",204,78
2002,"FM","24",202,77
2002,"FM","25",197,76
2002,"FM","26",190,75
2002,"FM","27",183,74
2002,"FM","28",178,73
2002,"FM","29",175,72
2002,"FM","30",175,71
2002,"FM","31",178,70
2002,"FM","32",181,69
2002,"FM","33",185,68
2002,"FM","34",187,67
2002,"FM","35",189,66
2002,"FM","36",191,65
2002,"FM","37",191,64
2002,"FM","38",191,63
2002,"FM","39",190,62
2002,"FM","40",188,61
2002,"FM","41",186,60
2002,"FM","42",183,59
2002,"FM","43",180,58
2002,"FM","44",178,57
2002,"FM","45",176,56
2002,"FM","46",174,55
2002,"FM","47",171,54
2002,"FM","48",166,53
2002,"FM","49",158,52
2002,"FM","50",148,51
2002,"FM","51",135,50
2002,"FM","52",121,49
2002,"FM","53",110,48
2002,"FM","54",101,47
2002,"FM","55",93,46
2002,"FM","56",88,45
2002,"FM","57",84,44
2002,"FM","58",82,43
2002,"FM","59",80,42
2002,"FM","60",79,41
2002,"FM","61",79,40
2002,"FM","62",79,39
2002,"FM","63",78,38
2002,"FM","64",76,37
2002,"FM","65",74,36
2002,"FM","66",71,35
2002,"FM","67",67,34
2002,"FM","68",64,33
2002,"FM","69",61,32
2002,"FM","70",58,31
2002,"FM","71",55,30
2002,"FM","72",53,29
2002,"FM","73",50,28
2002,"FM","74",47,27
2002,"FM","75",44,26
2002,"FM","76",40,25
2002,"FM","77",37,24
2002,"FM","78",34,23
2002,"FM","79",30,22
2002,"FM","80",27,21
2002,"FM","81",24,20
2002,"FM","82",21,19
2002,"FM","83",18,18
2002,"FM","84",15,17
2002,"FM","85",13,16
2002,"FM","86",11,15
2002,"FM","87",9,14
2002,"FM","88",8,13
2002,"FM","89",6,12
2002,"FM","90",5,11
2002,"FM","91",4,10
2002,"FM","92",3,9
2002,"FM","93",3,8
2002,"FM","94",2,7
2002,"FM","95",2,6
2002,"FM","96",1,5
2002,"FM","97",1,4
2002,"FM","98",1,3
2002,"FM","99",0,2
2002,"FM","100+",1,1
2002,"M","0",134,101
2002,"M","1",142,100
2002,"M","2",151,99
2002,"M","3",156,98
2002,"M","4",160,97
2002,"M","5",163,96
2002,"M","6",166,95
2002,"M","7",167,94
2002,"M","8",168,93
2002,"M","9",168,92
2002,"M","10",166,91
2002,"M","11",164,90
2002,"M","12",163,89
2002,"M","13",163,88
2002,"M","14",165,87
2002,"M","15",170,86
2002,"M","16",177,85
2002,"M","17",184,84
2002,"M","18",191,83
2002,"M","19",197,82
2002,"M","20",203,81
2002,"M","21",207,80
2002,"M","22",209,79
2002,"M","23",210,78
2002,"M","24",207,77
2002,"M","25",202,76
2002,"M","26",195,75
2002,"M","27",187,74
2002,"M","28",182,73
2002,"M","29",180,72
2002,"M","30",181,71
2002,"M","31",184,70
2002,"M","32",188,69
2002,"M","33",192,68
2002,"M","34",195,67
2002,"M","35",197,66
2002,"M","36",198,65
2002,"M","37",199,64
2002,"M","38",199,63
2002,"M","39",197,62
2002,"M","40",195,61
2002,"M","41",192,60
2002,"M","42",189,59
2002,"M","43",186,58
2002,"M","44",183,57
2002,"M","45",180,56
2002,"M","46",178,55
2002,"M","47",175,54
2002,"M","48",169,53
2002,"M","49",160,52
2002,"M","50",149,51
2002,"M","51",136,50
2002,"M","52",122,49
2002,"M","53",110,48
2002,"M","54",101,47
2002,"M","55",93,46
2002,"M","56",88,45
2002,"M","57",84,44
2002,"M","58",81,43
2002,"M","59",79,42
2002,"M","60",77,41
2002,"M","61",76,40
2002,"M","62",75,39
2002,"M","63",74,38
2002,"M","64",72,37
2002,"M","65",70,36
2002,"M","66",67,35
2002,"M","67",65,34
2002,"M","68",63,33
2002,"M","69",62,32
2002,"M","70",62,31
2002,"M","71",62,30
2002,"M","72",62,29
2002,"M","73",61,28
2002,"M","74",58,27
2002,"M","75",55,26
2002,"M","76",49,25
2002,"M","77",44,24
2002,"M","78",38,23
2002,"M","79",33,22
2002,"M","80",28,21
2002,"M","81",24,20
2002,"M","82",20,19
2002,"M","83",17,18
2002,"M","84",14,17
2002,"M","85",11,16
2002,"M","86",9,15
2002,"M","87",7,14
2002,"M","88",6,13
2002,"M","89",5,12
2002,"M","90",4,11
2002,"M","91",3,10
2002,"M","92",2,9
2002,"M","93",2,8
2002,"M","94",1,7
2002,"M","95",1,6
2002,"M","96",1,5
2002,"M","97",0,4
2002,"M","98",0,3
2002,"M","99",0,2
2002,"M","100+",0,1
