"year","sex","ageGroup","population","order"
2055,"FM","0",71,101
2055,"FM","1",72,100
2055,"FM","2",72,99
2055,"FM","3",72,98
2055,"FM","4",72,97
2055,"FM","5",72,96
2055,"FM","6",72,95
2055,"FM","7",72,94
2055,"FM","8",72,93
2055,"FM","9",72,92
2055,"FM","10",73,91
2055,"FM","11",73,90
2055,"FM","12",73,89
2055,"FM","13",74,88
2055,"FM","14",75,87
2055,"FM","15",77,86
2055,"FM","16",78,85
2055,"FM","17",80,84
2055,"FM","18",82,83
2055,"FM","19",83,82
2055,"FM","20",86,81
2055,"FM","21",87,80
2055,"FM","22",89,79
2055,"FM","23",91,78
2055,"FM","24",92,77
2055,"FM","25",94,76
2055,"FM","26",95,75
2055,"FM","27",96,74
2055,"FM","28",96,73
2055,"FM","29",97,72
2055,"FM","30",97,71
2055,"FM","31",98,70
2055,"FM","32",98,69
2055,"FM","33",98,68
2055,"FM","34",98,67
2055,"FM","35",99,66
2055,"FM","36",101,65
2055,"FM","37",104,64
2055,"FM","38",109,63
2055,"FM","39",112,62
2055,"FM","40",114,61
2055,"FM","41",113,60
2055,"FM","42",113,59
2055,"FM","43",110,58
2055,"FM","44",103,57
2055,"FM","45",101,56
2055,"FM","46",102,55
2055,"FM","47",103,54
2055,"FM","48",105,53
2055,"FM","49",107,52
2055,"FM","50",111,51
2055,"FM","51",115,50
2055,"FM","52",121,49
2055,"FM","53",128,48
2055,"FM","54",136,47
2055,"FM","55",143,46
2055,"FM","56",149,45
2055,"FM","57",154,44
2055,"FM","58",158,43
2055,"FM","59",160,42
2055,"FM","60",161,41
2055,"FM","61",161,40
2055,"FM","62",160,39
2055,"FM","63",158,38
2055,"FM","64",156,37
2055,"FM","65",154,36
2055,"FM","66",155,35
2055,"FM","67",157,34
2055,"FM","68",162,33
2055,"FM","69",168,32
2055,"FM","70",175,31
2055,"FM","71",181,30
2055,"FM","72",185,29
2055,"FM","73",188,28
2055,"FM","74",190,27
2055,"FM","75",190,26
2055,"FM","76",187,25
2055,"FM","77",182,24
2055,"FM","78",174,23
2055,"FM","79",164,22
2055,"FM","80",154,21
2055,"FM","81",145,20
2055,"FM","82",138,19
2055,"FM","83",133,18
2055,"FM","84",128,17
2055,"FM","85",124,16
2055,"FM","86",120,15
2055,"FM","87",114,14
2055,"FM","88",107,13
2055,"FM","89",100,12
2055,"FM","90",92,11
2055,"FM","91",84,10
2055,"FM","92",75,9
2055,"FM","93",66,8
2055,"FM","94",57,7
2055,"FM","95",48,6
2055,"FM","96",40,5
2055,"FM","97",33,4
2055,"FM","98",26,3
2055,"FM","99",20,2
2055,"FM","100+",48,1
2055,"M","0",76,101
2055,"M","1",76,100
2055,"M","2",76,99
2055,"M","3",76,98
2055,"M","4",76,97
2055,"M","5",76,96
2055,"M","6",76,95
2055,"M","7",77,94
2055,"M","8",77,93
2055,"M","9",77,92
2055,"M","10",77,91
2055,"M","11",77,90
2055,"M","12",78,89
2055,"M","13",78,88
2055,"M","14",80,87
2055,"M","15",81,86
2055,"M","16",83,85
2055,"M","17",84,84
2055,"M","18",86,83
2055,"M","19",88,82
2055,"M","20",90,81
2055,"M","21",92,80
2055,"M","22",94,79
2055,"M","23",96,78
2055,"M","24",97,77
2055,"M","25",99,76
2055,"M","26",100,75
2055,"M","27",101,74
2055,"M","28",102,73
2055,"M","29",102,72
2055,"M","30",103,71
2055,"M","31",103,70
2055,"M","32",103,69
2055,"M","33",103,68
2055,"M","34",104,67
2055,"M","35",105,66
2055,"M","36",107,65
2055,"M","37",110,64
2055,"M","38",115,63
2055,"M","39",119,62
2055,"M","40",120,61
2055,"M","41",119,60
2055,"M","42",119,59
2055,"M","43",116,58
2055,"M","44",109,57
2055,"M","45",107,56
2055,"M","46",108,55
2055,"M","47",109,54
2055,"M","48",111,53
2055,"M","49",114,52
2055,"M","50",117,51
2055,"M","51",122,50
2055,"M","52",127,49
2055,"M","53",134,48
2055,"M","54",141,47
2055,"M","55",149,46
2055,"M","56",155,45
2055,"M","57",159,44
2055,"M","58",162,43
2055,"M","59",164,42
2055,"M","60",164,41
2055,"M","61",163,40
2055,"M","62",162,39
2055,"M","63",161,38
2055,"M","64",158,37
2055,"M","65",156,36
2055,"M","66",156,35
2055,"M","67",156,34
2055,"M","68",158,33
2055,"M","69",161,32
2055,"M","70",164,31
2055,"M","71",166,30
2055,"M","72",167,29
2055,"M","73",168,28
2055,"M","74",167,27
2055,"M","75",165,26
2055,"M","76",160,25
2055,"M","77",153,24
2055,"M","78",143,23
2055,"M","79",133,22
2055,"M","80",122,21
2055,"M","81",113,20
2055,"M","82",106,19
2055,"M","83",100,18
2055,"M","84",96,17
2055,"M","85",91,16
2055,"M","86",86,15
2055,"M","87",80,14
2055,"M","88",73,13
2055,"M","89",66,12
2055,"M","90",58,11
2055,"M","91",50,10
2055,"M","92",43,9
2055,"M","93",35,8
2055,"M","94",29,7
2055,"M","95",23,6
2055,"M","96",18,5
2055,"M","97",13,4
2055,"M","98",10,3
2055,"M","99",7,2
2055,"M","100+",12,1
