"year","sex","ageGroup","population","order"
1952,"FM","0",175,101
1952,"FM","1",161,100
1952,"FM","2",143,99
1952,"FM","3",129,98
1952,"FM","4",121,97
1952,"FM","5",113,96
1952,"FM","6",109,95
1952,"FM","7",105,94
1952,"FM","8",101,93
1952,"FM","9",99,92
1952,"FM","10",97,91
1952,"FM","11",96,90
1952,"FM","12",95,89
1952,"FM","13",94,88
1952,"FM","14",94,87
1952,"FM","15",91,86
1952,"FM","16",88,85
1952,"FM","17",84,84
1952,"FM","18",82,83
1952,"FM","19",79,82
1952,"FM","20",77,81
1952,"FM","21",76,80
1952,"FM","22",74,79
1952,"FM","23",72,78
1952,"FM","24",70,77
1952,"FM","25",68,76
1952,"FM","26",65,75
1952,"FM","27",62,74
1952,"FM","28",60,73
1952,"FM","29",57,72
1952,"FM","30",55,71
1952,"FM","31",54,70
1952,"FM","32",52,69
1952,"FM","33",50,68
1952,"FM","34",49,67
1952,"FM","35",48,66
1952,"FM","36",46,65
1952,"FM","37",45,64
1952,"FM","38",44,63
1952,"FM","39",42,62
1952,"FM","40",40,61
1952,"FM","41",38,60
1952,"FM","42",35,59
1952,"FM","43",33,58
1952,"FM","44",31,57
1952,"FM","45",30,56
1952,"FM","46",29,55
1952,"FM","47",28,54
1952,"FM","48",28,53
1952,"FM","49",27,52
1952,"FM","50",25,51
1952,"FM","51",24,50
1952,"FM","52",22,49
1952,"FM","53",20,48
1952,"FM","54",19,47
1952,"FM","55",18,46
1952,"FM","56",18,45
1952,"FM","57",17,44
1952,"FM","58",16,43
1952,"FM","59",16,42
1952,"FM","60",15,41
1952,"FM","61",15,40
1952,"FM","62",14,39
1952,"FM","63",13,38
1952,"FM","64",13,37
1952,"FM","65",12,36
1952,"FM","66",11,35
1952,"FM","67",10,34
1952,"FM","68",10,33
1952,"FM","69",9,32
1952,"FM","70",8,31
1952,"FM","71",7,30
1952,"FM","72",7,29
1952,"FM","73",6,28
1952,"FM","74",5,27
1952,"FM","75",5,26
1952,"FM","76",4,25
1952,"FM","77",3,24
1952,"FM","78",3,23
1952,"FM","79",2,22
1952,"FM","80",2,21
1952,"FM","81",2,20
1952,"FM","82",2,19
1952,"FM","83",1,18
1952,"FM","84",1,17
1952,"FM","85",1,16
1952,"FM","86",1,15
1952,"FM","87",0,14
1952,"FM","88",0,13
1952,"FM","89",0,12
1952,"FM","90",0,11
1952,"FM","91",0,10
1952,"FM","92",0,9
1952,"FM","93",0,8
1952,"FM","94",0,7
1952,"FM","95",0,6
1952,"FM","96",0,5
1952,"FM","97",0,4
1952,"FM","98",0,3
1952,"FM","99",0,2
1952,"FM","100+",0,1
1952,"M","0",183,101
1952,"M","1",169,100
1952,"M","2",149,99
1952,"M","3",133,98
1952,"M","4",125,97
1952,"M","5",116,96
1952,"M","6",112,95
1952,"M","7",107,94
1952,"M","8",104,93
1952,"M","9",101,92
1952,"M","10",99,91
1952,"M","11",97,90
1952,"M","12",96,89
1952,"M","13",96,88
1952,"M","14",95,87
1952,"M","15",91,86
1952,"M","16",87,85
1952,"M","17",83,84
1952,"M","18",80,83
1952,"M","19",77,82
1952,"M","20",76,81
1952,"M","21",76,80
1952,"M","22",76,79
1952,"M","23",76,78
1952,"M","24",75,77
1952,"M","25",74,76
1952,"M","26",73,75
1952,"M","27",71,74
1952,"M","28",70,73
1952,"M","29",68,72
1952,"M","30",67,71
1952,"M","31",66,70
1952,"M","32",65,69
1952,"M","33",63,68
1952,"M","34",62,67
1952,"M","35",60,66
1952,"M","36",58,65
1952,"M","37",56,64
1952,"M","38",54,63
1952,"M","39",52,62
1952,"M","40",49,61
1952,"M","41",46,60
1952,"M","42",43,59
1952,"M","43",40,58
1952,"M","44",38,57
1952,"M","45",36,56
1952,"M","46",34,55
1952,"M","47",33,54
1952,"M","48",31,53
1952,"M","49",29,52
1952,"M","50",27,51
1952,"M","51",25,50
1952,"M","52",23,49
1952,"M","53",21,48
1952,"M","54",20,47
1952,"M","55",18,46
1952,"M","56",17,45
1952,"M","57",17,44
1952,"M","58",16,43
1952,"M","59",15,42
1952,"M","60",14,41
1952,"M","61",13,40
1952,"M","62",11,39
1952,"M","63",10,38
1952,"M","64",9,37
1952,"M","65",8,36
1952,"M","66",7,35
1952,"M","67",7,34
1952,"M","68",6,33
1952,"M","69",5,32
1952,"M","70",4,31
1952,"M","71",4,30
1952,"M","72",3,29
1952,"M","73",3,28
1952,"M","74",3,27
1952,"M","75",2,26
1952,"M","76",2,25
1952,"M","77",1,24
1952,"M","78",1,23
1952,"M","79",1,22
1952,"M","80",1,21
1952,"M","81",1,20
1952,"M","82",0,19
1952,"M","83",0,18
1952,"M","84",0,17
1952,"M","85",0,16
1952,"M","86",0,15
1952,"M","87",0,14
1952,"M","88",0,13
1952,"M","89",0,12
1952,"M","90",0,11
1952,"M","91",0,10
1952,"M","92",0,9
1952,"M","93",0,8
1952,"M","94",0,7
1952,"M","95",0,6
1952,"M","96",0,5
1952,"M","97",0,4
1952,"M","98",0,3
1952,"M","99",0,2
1952,"M","100+",0,1
