"year","sex","ageGroup","population","order"
1960,"FM","0",204,101
1960,"FM","1",200,100
1960,"FM","2",196,99
1960,"FM","3",193,98
1960,"FM","4",188,97
1960,"FM","5",183,96
1960,"FM","6",177,95
1960,"FM","7",170,94
1960,"FM","8",162,93
1960,"FM","9",153,92
1960,"FM","10",139,91
1960,"FM","11",127,90
1960,"FM","12",119,89
1960,"FM","13",112,88
1960,"FM","14",108,87
1960,"FM","15",104,86
1960,"FM","16",101,85
1960,"FM","17",99,84
1960,"FM","18",97,83
1960,"FM","19",95,82
1960,"FM","20",94,81
1960,"FM","21",94,80
1960,"FM","22",93,79
1960,"FM","23",91,78
1960,"FM","24",87,77
1960,"FM","25",84,76
1960,"FM","26",82,75
1960,"FM","27",79,74
1960,"FM","28",77,73
1960,"FM","29",76,72
1960,"FM","30",74,71
1960,"FM","31",72,70
1960,"FM","32",70,69
1960,"FM","33",67,68
1960,"FM","34",64,67
1960,"FM","35",62,66
1960,"FM","36",59,65
1960,"FM","37",57,64
1960,"FM","38",55,63
1960,"FM","39",53,62
1960,"FM","40",51,61
1960,"FM","41",50,60
1960,"FM","42",48,59
1960,"FM","43",47,58
1960,"FM","44",45,57
1960,"FM","45",44,56
1960,"FM","46",43,55
1960,"FM","47",41,54
1960,"FM","48",39,53
1960,"FM","49",36,52
1960,"FM","50",34,51
1960,"FM","51",32,50
1960,"FM","52",30,49
1960,"FM","53",28,48
1960,"FM","54",27,47
1960,"FM","55",26,46
1960,"FM","56",26,45
1960,"FM","57",24,44
1960,"FM","58",23,43
1960,"FM","59",21,42
1960,"FM","60",20,41
1960,"FM","61",18,40
1960,"FM","62",17,39
1960,"FM","63",16,38
1960,"FM","64",15,37
1960,"FM","65",14,36
1960,"FM","66",13,35
1960,"FM","67",13,34
1960,"FM","68",12,33
1960,"FM","69",11,32
1960,"FM","70",10,31
1960,"FM","71",10,30
1960,"FM","72",9,29
1960,"FM","73",8,28
1960,"FM","74",7,27
1960,"FM","75",6,26
1960,"FM","76",5,25
1960,"FM","77",5,24
1960,"FM","78",4,23
1960,"FM","79",3,22
1960,"FM","80",3,21
1960,"FM","81",2,20
1960,"FM","82",2,19
1960,"FM","83",1,18
1960,"FM","84",1,17
1960,"FM","85",1,16
1960,"FM","86",1,15
1960,"FM","87",0,14
1960,"FM","88",0,13
1960,"FM","89",0,12
1960,"FM","90",0,11
1960,"FM","91",0,10
1960,"FM","92",0,9
1960,"FM","93",0,8
1960,"FM","94",0,7
1960,"FM","95",0,6
1960,"FM","96",0,5
1960,"FM","97",0,4
1960,"FM","98",0,3
1960,"FM","99",0,2
1960,"FM","100+",0,1
1960,"M","0",215,101
1960,"M","1",211,100
1960,"M","2",207,99
1960,"M","3",203,98
1960,"M","4",199,97
1960,"M","5",193,96
1960,"M","6",187,95
1960,"M","7",179,94
1960,"M","8",171,93
1960,"M","9",161,92
1960,"M","10",145,91
1960,"M","11",131,90
1960,"M","12",123,89
1960,"M","13",115,88
1960,"M","14",111,87
1960,"M","15",107,86
1960,"M","16",103,85
1960,"M","17",101,84
1960,"M","18",98,83
1960,"M","19",97,82
1960,"M","20",96,81
1960,"M","21",95,80
1960,"M","22",94,79
1960,"M","23",91,78
1960,"M","24",86,77
1960,"M","25",83,76
1960,"M","26",79,75
1960,"M","27",77,74
1960,"M","28",76,73
1960,"M","29",76,72
1960,"M","30",75,71
1960,"M","31",75,70
1960,"M","32",74,69
1960,"M","33",73,68
1960,"M","34",72,67
1960,"M","35",70,66
1960,"M","36",69,65
1960,"M","37",67,64
1960,"M","38",66,63
1960,"M","39",64,62
1960,"M","40",63,61
1960,"M","41",61,60
1960,"M","42",60,59
1960,"M","43",58,58
1960,"M","44",55,57
1960,"M","45",53,56
1960,"M","46",51,55
1960,"M","47",49,54
1960,"M","48",46,53
1960,"M","49",43,52
1960,"M","50",40,51
1960,"M","51",37,50
1960,"M","52",35,49
1960,"M","53",33,48
1960,"M","54",31,47
1960,"M","55",29,46
1960,"M","56",27,45
1960,"M","57",26,44
1960,"M","58",23,43
1960,"M","59",21,42
1960,"M","60",19,41
1960,"M","61",17,40
1960,"M","62",15,39
1960,"M","63",14,38
1960,"M","64",13,37
1960,"M","65",12,36
1960,"M","66",11,35
1960,"M","67",10,34
1960,"M","68",9,33
1960,"M","69",8,32
1960,"M","70",7,31
1960,"M","71",6,30
1960,"M","72",5,29
1960,"M","73",4,28
1960,"M","74",4,27
1960,"M","75",3,26
1960,"M","76",2,25
1960,"M","77",2,24
1960,"M","78",1,23
1960,"M","79",1,22
1960,"M","80",1,21
1960,"M","81",1,20
1960,"M","82",1,19
1960,"M","83",0,18
1960,"M","84",0,17
1960,"M","85",0,16
1960,"M","86",0,15
1960,"M","87",0,14
1960,"M","88",0,13
1960,"M","89",0,12
1960,"M","90",0,11
1960,"M","91",0,10
1960,"M","92",0,9
1960,"M","93",0,8
1960,"M","94",0,7
1960,"M","95",0,6
1960,"M","96",0,5
1960,"M","97",0,4
1960,"M","98",0,3
1960,"M","99",0,2
1960,"M","100+",0,1
