"year","sex","ageGroup","population","order"
2051,"FM","0",71,101
2051,"FM","1",71,100
2051,"FM","2",72,99
2051,"FM","3",72,98
2051,"FM","4",72,97
2051,"FM","5",72,96
2051,"FM","6",72,95
2051,"FM","7",73,94
2051,"FM","8",73,93
2051,"FM","9",74,92
2051,"FM","10",75,91
2051,"FM","11",76,90
2051,"FM","12",77,89
2051,"FM","13",79,88
2051,"FM","14",81,87
2051,"FM","15",82,86
2051,"FM","16",84,85
2051,"FM","17",86,84
2051,"FM","18",88,83
2051,"FM","19",89,82
2051,"FM","20",90,81
2051,"FM","21",92,80
2051,"FM","22",93,79
2051,"FM","23",94,78
2051,"FM","24",95,77
2051,"FM","25",95,76
2051,"FM","26",96,75
2051,"FM","27",96,74
2051,"FM","28",97,73
2051,"FM","29",97,72
2051,"FM","30",97,71
2051,"FM","31",98,70
2051,"FM","32",100,69
2051,"FM","33",103,68
2051,"FM","34",108,67
2051,"FM","35",111,66
2051,"FM","36",113,65
2051,"FM","37",113,64
2051,"FM","38",113,63
2051,"FM","39",109,62
2051,"FM","40",103,61
2051,"FM","41",101,60
2051,"FM","42",101,59
2051,"FM","43",103,58
2051,"FM","44",105,57
2051,"FM","45",107,56
2051,"FM","46",111,55
2051,"FM","47",116,54
2051,"FM","48",121,53
2051,"FM","49",128,52
2051,"FM","50",136,51
2051,"FM","51",144,50
2051,"FM","52",150,49
2051,"FM","53",155,48
2051,"FM","54",159,47
2051,"FM","55",161,46
2051,"FM","56",162,45
2051,"FM","57",162,44
2051,"FM","58",161,43
2051,"FM","59",160,42
2051,"FM","60",158,41
2051,"FM","61",156,40
2051,"FM","62",157,39
2051,"FM","63",159,38
2051,"FM","64",164,37
2051,"FM","65",171,36
2051,"FM","66",178,35
2051,"FM","67",185,34
2051,"FM","68",190,33
2051,"FM","69",194,32
2051,"FM","70",196,31
2051,"FM","71",197,30
2051,"FM","72",195,29
2051,"FM","73",190,28
2051,"FM","74",183,27
2051,"FM","75",174,26
2051,"FM","76",165,25
2051,"FM","77",157,24
2051,"FM","78",151,23
2051,"FM","79",148,22
2051,"FM","80",145,21
2051,"FM","81",143,20
2051,"FM","82",140,19
2051,"FM","83",136,18
2051,"FM","84",131,17
2051,"FM","85",126,16
2051,"FM","86",119,15
2051,"FM","87",112,14
2051,"FM","88",104,13
2051,"FM","89",95,12
2051,"FM","90",86,11
2051,"FM","91",76,10
2051,"FM","92",67,9
2051,"FM","93",59,8
2051,"FM","94",51,7
2051,"FM","95",43,6
2051,"FM","96",36,5
2051,"FM","97",28,4
2051,"FM","98",22,3
2051,"FM","99",16,2
2051,"FM","100+",32,1
2051,"M","0",76,101
2051,"M","1",76,100
2051,"M","2",76,99
2051,"M","3",76,98
2051,"M","4",76,97
2051,"M","5",77,96
2051,"M","6",77,95
2051,"M","7",77,94
2051,"M","8",78,93
2051,"M","9",78,92
2051,"M","10",79,91
2051,"M","11",81,90
2051,"M","12",82,89
2051,"M","13",84,88
2051,"M","14",85,87
2051,"M","15",87,86
2051,"M","16",89,85
2051,"M","17",91,84
2051,"M","18",93,83
2051,"M","19",94,82
2051,"M","20",96,81
2051,"M","21",97,80
2051,"M","22",98,79
2051,"M","23",99,78
2051,"M","24",100,77
2051,"M","25",101,76
2051,"M","26",101,75
2051,"M","27",102,74
2051,"M","28",102,73
2051,"M","29",102,72
2051,"M","30",103,71
2051,"M","31",104,70
2051,"M","32",106,69
2051,"M","33",110,68
2051,"M","34",114,67
2051,"M","35",118,66
2051,"M","36",120,65
2051,"M","37",119,64
2051,"M","38",119,63
2051,"M","39",116,62
2051,"M","40",109,61
2051,"M","41",107,60
2051,"M","42",108,59
2051,"M","43",109,58
2051,"M","44",112,57
2051,"M","45",114,56
2051,"M","46",118,55
2051,"M","47",123,54
2051,"M","48",128,53
2051,"M","49",135,52
2051,"M","50",143,51
2051,"M","51",151,50
2051,"M","52",157,49
2051,"M","53",162,48
2051,"M","54",165,47
2051,"M","55",166,46
2051,"M","56",167,45
2051,"M","57",167,44
2051,"M","58",166,43
2051,"M","59",164,42
2051,"M","60",162,41
2051,"M","61",160,40
2051,"M","62",160,39
2051,"M","63",161,38
2051,"M","64",163,37
2051,"M","65",166,36
2051,"M","66",170,35
2051,"M","67",173,34
2051,"M","68",175,33
2051,"M","69",176,32
2051,"M","70",177,31
2051,"M","71",175,30
2051,"M","72",171,29
2051,"M","73",165,28
2051,"M","74",157,27
2051,"M","75",146,26
2051,"M","76",136,25
2051,"M","77",128,24
2051,"M","78",122,23
2051,"M","79",118,22
2051,"M","80",115,21
2051,"M","81",113,20
2051,"M","82",109,19
2051,"M","83",105,18
2051,"M","84",99,17
2051,"M","85",92,16
2051,"M","86",85,15
2051,"M","87",77,14
2051,"M","88",69,13
2051,"M","89",61,12
2051,"M","90",53,11
2051,"M","91",45,10
2051,"M","92",38,9
2051,"M","93",31,8
2051,"M","94",25,7
2051,"M","95",20,6
2051,"M","96",15,5
2051,"M","97",11,4
2051,"M","98",8,3
2051,"M","99",5,2
2051,"M","100+",8,1
