"year","sex","ageGroup","population","order"
2084,"FM","0",59,101
2084,"FM","1",59,100
2084,"FM","2",59,99
2084,"FM","3",60,98
2084,"FM","4",60,97
2084,"FM","5",60,96
2084,"FM","6",61,95
2084,"FM","7",61,94
2084,"FM","8",62,93
2084,"FM","9",62,92
2084,"FM","10",63,91
2084,"FM","11",64,90
2084,"FM","12",65,89
2084,"FM","13",65,88
2084,"FM","14",66,87
2084,"FM","15",67,86
2084,"FM","16",67,85
2084,"FM","17",68,84
2084,"FM","18",69,83
2084,"FM","19",70,82
2084,"FM","20",71,81
2084,"FM","21",72,80
2084,"FM","22",72,79
2084,"FM","23",73,78
2084,"FM","24",74,77
2084,"FM","25",75,76
2084,"FM","26",76,75
2084,"FM","27",77,74
2084,"FM","28",78,73
2084,"FM","29",78,72
2084,"FM","30",79,71
2084,"FM","31",79,70
2084,"FM","32",80,69
2084,"FM","33",80,68
2084,"FM","34",80,67
2084,"FM","35",80,66
2084,"FM","36",80,65
2084,"FM","37",81,64
2084,"FM","38",81,63
2084,"FM","39",81,62
2084,"FM","40",82,61
2084,"FM","41",82,60
2084,"FM","42",83,59
2084,"FM","43",84,58
2084,"FM","44",85,57
2084,"FM","45",87,56
2084,"FM","46",88,55
2084,"FM","47",90,54
2084,"FM","48",91,53
2084,"FM","49",93,52
2084,"FM","50",94,51
2084,"FM","51",96,50
2084,"FM","52",97,49
2084,"FM","53",97,48
2084,"FM","54",98,47
2084,"FM","55",99,46
2084,"FM","56",99,45
2084,"FM","57",100,44
2084,"FM","58",100,43
2084,"FM","59",100,42
2084,"FM","60",99,41
2084,"FM","61",99,40
2084,"FM","62",99,39
2084,"FM","63",99,38
2084,"FM","64",99,37
2084,"FM","65",100,36
2084,"FM","66",103,35
2084,"FM","67",107,34
2084,"FM","68",110,33
2084,"FM","69",111,32
2084,"FM","70",110,31
2084,"FM","71",109,30
2084,"FM","72",105,29
2084,"FM","73",98,28
2084,"FM","74",96,27
2084,"FM","75",96,26
2084,"FM","76",96,25
2084,"FM","77",97,24
2084,"FM","78",99,23
2084,"FM","79",100,22
2084,"FM","80",103,21
2084,"FM","81",106,20
2084,"FM","82",110,19
2084,"FM","83",114,18
2084,"FM","84",117,17
2084,"FM","85",119,16
2084,"FM","86",119,15
2084,"FM","87",117,14
2084,"FM","88",114,13
2084,"FM","89",109,12
2084,"FM","90",103,11
2084,"FM","91",96,10
2084,"FM","92",88,9
2084,"FM","93",80,8
2084,"FM","94",72,7
2084,"FM","95",65,6
2084,"FM","96",58,5
2084,"FM","97",52,4
2084,"FM","98",46,3
2084,"FM","99",39,2
2084,"FM","100+",137,1
2084,"M","0",62,101
2084,"M","1",62,100
2084,"M","2",63,99
2084,"M","3",63,98
2084,"M","4",64,97
2084,"M","5",64,96
2084,"M","6",64,95
2084,"M","7",65,94
2084,"M","8",65,93
2084,"M","9",66,92
2084,"M","10",67,91
2084,"M","11",68,90
2084,"M","12",69,89
2084,"M","13",69,88
2084,"M","14",70,87
2084,"M","15",71,86
2084,"M","16",71,85
2084,"M","17",72,84
2084,"M","18",73,83
2084,"M","19",74,82
2084,"M","20",75,81
2084,"M","21",75,80
2084,"M","22",76,79
2084,"M","23",77,78
2084,"M","24",78,77
2084,"M","25",79,76
2084,"M","26",80,75
2084,"M","27",81,74
2084,"M","28",82,73
2084,"M","29",82,72
2084,"M","30",83,71
2084,"M","31",83,70
2084,"M","32",83,69
2084,"M","33",84,68
2084,"M","34",84,67
2084,"M","35",84,66
2084,"M","36",84,65
2084,"M","37",85,64
2084,"M","38",85,63
2084,"M","39",85,62
2084,"M","40",85,61
2084,"M","41",86,60
2084,"M","42",87,59
2084,"M","43",88,58
2084,"M","44",89,57
2084,"M","45",90,56
2084,"M","46",92,55
2084,"M","47",93,54
2084,"M","48",95,53
2084,"M","49",96,52
2084,"M","50",98,51
2084,"M","51",99,50
2084,"M","52",100,49
2084,"M","53",101,48
2084,"M","54",101,47
2084,"M","55",102,46
2084,"M","56",102,45
2084,"M","57",102,44
2084,"M","58",102,43
2084,"M","59",102,42
2084,"M","60",102,41
2084,"M","61",101,40
2084,"M","62",101,39
2084,"M","63",100,38
2084,"M","64",101,37
2084,"M","65",102,36
2084,"M","66",105,35
2084,"M","67",108,34
2084,"M","68",111,33
2084,"M","69",111,32
2084,"M","70",110,31
2084,"M","71",109,30
2084,"M","72",104,29
2084,"M","73",97,28
2084,"M","74",94,27
2084,"M","75",94,26
2084,"M","76",94,25
2084,"M","77",94,24
2084,"M","78",94,23
2084,"M","79",95,22
2084,"M","80",97,21
2084,"M","81",98,20
2084,"M","82",100,19
2084,"M","83",102,18
2084,"M","84",103,17
2084,"M","85",103,16
2084,"M","86",100,15
2084,"M","87",96,14
2084,"M","88",91,13
2084,"M","89",84,12
2084,"M","90",77,11
2084,"M","91",69,10
2084,"M","92",61,9
2084,"M","93",53,8
2084,"M","94",45,7
2084,"M","95",38,6
2084,"M","96",32,5
2084,"M","97",26,4
2084,"M","98",21,3
2084,"M","99",16,2
2084,"M","100+",39,1
