"year","sex","ageGroup","population","order"
2095,"FM","0",57,101
2095,"FM","1",58,100
2095,"FM","2",58,99
2095,"FM","3",58,98
2095,"FM","4",59,97
2095,"FM","5",59,96
2095,"FM","6",59,95
2095,"FM","7",59,94
2095,"FM","8",59,93
2095,"FM","9",59,92
2095,"FM","10",59,91
2095,"FM","11",59,90
2095,"FM","12",60,89
2095,"FM","13",60,88
2095,"FM","14",60,87
2095,"FM","15",61,86
2095,"FM","16",61,85
2095,"FM","17",62,84
2095,"FM","18",63,83
2095,"FM","19",63,82
2095,"FM","20",64,81
2095,"FM","21",66,80
2095,"FM","22",67,79
2095,"FM","23",68,78
2095,"FM","24",69,77
2095,"FM","25",70,76
2095,"FM","26",71,75
2095,"FM","27",72,74
2095,"FM","28",73,73
2095,"FM","29",74,72
2095,"FM","30",75,71
2095,"FM","31",76,70
2095,"FM","32",76,69
2095,"FM","33",77,68
2095,"FM","34",78,67
2095,"FM","35",78,66
2095,"FM","36",79,65
2095,"FM","37",79,64
2095,"FM","38",80,63
2095,"FM","39",81,62
2095,"FM","40",81,61
2095,"FM","41",81,60
2095,"FM","42",82,59
2095,"FM","43",82,58
2095,"FM","44",82,57
2095,"FM","45",82,56
2095,"FM","46",81,55
2095,"FM","47",82,54
2095,"FM","48",82,53
2095,"FM","49",82,52
2095,"FM","50",82,51
2095,"FM","51",82,50
2095,"FM","52",83,49
2095,"FM","53",83,48
2095,"FM","54",84,47
2095,"FM","55",86,46
2095,"FM","56",87,45
2095,"FM","57",88,44
2095,"FM","58",89,43
2095,"FM","59",91,42
2095,"FM","60",93,41
2095,"FM","61",94,40
2095,"FM","62",95,39
2095,"FM","63",96,38
2095,"FM","64",97,37
2095,"FM","65",97,36
2095,"FM","66",98,35
2095,"FM","67",98,34
2095,"FM","68",98,33
2095,"FM","69",98,32
2095,"FM","70",98,31
2095,"FM","71",97,30
2095,"FM","72",97,29
2095,"FM","73",96,28
2095,"FM","74",96,27
2095,"FM","75",96,26
2095,"FM","76",97,25
2095,"FM","77",99,24
2095,"FM","78",102,23
2095,"FM","79",104,22
2095,"FM","80",104,21
2095,"FM","81",102,20
2095,"FM","82",100,19
2095,"FM","83",95,18
2095,"FM","84",87,17
2095,"FM","85",84,16
2095,"FM","86",82,15
2095,"FM","87",80,14
2095,"FM","88",78,13
2095,"FM","89",77,12
2095,"FM","90",76,11
2095,"FM","91",74,10
2095,"FM","92",73,9
2095,"FM","93",71,8
2095,"FM","94",69,7
2095,"FM","95",66,6
2095,"FM","96",62,5
2095,"FM","97",56,4
2095,"FM","98",49,3
2095,"FM","99",42,2
2095,"FM","100+",146,1
2095,"M","0",61,101
2095,"M","1",61,100
2095,"M","2",62,99
2095,"M","3",62,98
2095,"M","4",62,97
2095,"M","5",62,96
2095,"M","6",62,95
2095,"M","7",63,94
2095,"M","8",63,93
2095,"M","9",63,92
2095,"M","10",63,91
2095,"M","11",63,90
2095,"M","12",63,89
2095,"M","13",64,88
2095,"M","14",64,87
2095,"M","15",64,86
2095,"M","16",65,85
2095,"M","17",65,84
2095,"M","18",66,83
2095,"M","19",67,82
2095,"M","20",68,81
2095,"M","21",69,80
2095,"M","22",70,79
2095,"M","23",72,78
2095,"M","24",73,77
2095,"M","25",74,76
2095,"M","26",75,75
2095,"M","27",76,74
2095,"M","28",77,73
2095,"M","29",78,72
2095,"M","30",79,71
2095,"M","31",79,70
2095,"M","32",80,69
2095,"M","33",81,68
2095,"M","34",81,67
2095,"M","35",82,66
2095,"M","36",82,65
2095,"M","37",83,64
2095,"M","38",84,63
2095,"M","39",84,62
2095,"M","40",85,61
2095,"M","41",85,60
2095,"M","42",85,59
2095,"M","43",85,58
2095,"M","44",85,57
2095,"M","45",85,56
2095,"M","46",85,55
2095,"M","47",85,54
2095,"M","48",85,53
2095,"M","49",85,52
2095,"M","50",85,51
2095,"M","51",85,50
2095,"M","52",86,49
2095,"M","53",86,48
2095,"M","54",87,47
2095,"M","55",88,46
2095,"M","56",89,45
2095,"M","57",91,44
2095,"M","58",92,43
2095,"M","59",93,42
2095,"M","60",95,41
2095,"M","61",96,40
2095,"M","62",97,39
2095,"M","63",98,38
2095,"M","64",98,37
2095,"M","65",99,36
2095,"M","66",99,35
2095,"M","67",99,34
2095,"M","68",99,33
2095,"M","69",98,32
2095,"M","70",98,31
2095,"M","71",97,30
2095,"M","72",96,29
2095,"M","73",95,28
2095,"M","74",94,27
2095,"M","75",94,26
2095,"M","76",94,25
2095,"M","77",96,24
2095,"M","78",98,23
2095,"M","79",99,22
2095,"M","80",98,21
2095,"M","81",95,20
2095,"M","82",92,19
2095,"M","83",87,18
2095,"M","84",79,17
2095,"M","85",74,16
2095,"M","86",71,15
2095,"M","87",68,14
2095,"M","88",65,13
2095,"M","89",62,12
2095,"M","90",59,11
2095,"M","91",56,10
2095,"M","92",53,9
2095,"M","93",49,8
2095,"M","94",45,7
2095,"M","95",41,6
2095,"M","96",36,5
2095,"M","97",30,4
2095,"M","98",25,3
2095,"M","99",19,2
2095,"M","100+",47,1
