"year","sex","ageGroup","population","order"
2086,"FM","0",58,101
2086,"FM","1",59,100
2086,"FM","2",59,99
2086,"FM","3",59,98
2086,"FM","4",59,97
2086,"FM","5",60,96
2086,"FM","6",60,95
2086,"FM","7",61,94
2086,"FM","8",61,93
2086,"FM","9",61,92
2086,"FM","10",62,91
2086,"FM","11",62,90
2086,"FM","12",63,89
2086,"FM","13",64,88
2086,"FM","14",65,87
2086,"FM","15",66,86
2086,"FM","16",66,85
2086,"FM","17",67,84
2086,"FM","18",68,83
2086,"FM","19",69,82
2086,"FM","20",70,81
2086,"FM","21",71,80
2086,"FM","22",72,79
2086,"FM","23",73,78
2086,"FM","24",73,77
2086,"FM","25",74,76
2086,"FM","26",75,75
2086,"FM","27",76,74
2086,"FM","28",77,73
2086,"FM","29",78,72
2086,"FM","30",78,71
2086,"FM","31",79,70
2086,"FM","32",80,69
2086,"FM","33",80,68
2086,"FM","34",80,67
2086,"FM","35",80,66
2086,"FM","36",80,65
2086,"FM","37",80,64
2086,"FM","38",81,63
2086,"FM","39",81,62
2086,"FM","40",81,61
2086,"FM","41",82,60
2086,"FM","42",82,59
2086,"FM","43",82,58
2086,"FM","44",83,57
2086,"FM","45",84,56
2086,"FM","46",85,55
2086,"FM","47",87,54
2086,"FM","48",88,53
2086,"FM","49",90,52
2086,"FM","50",91,51
2086,"FM","51",93,50
2086,"FM","52",94,49
2086,"FM","53",96,48
2086,"FM","54",97,47
2086,"FM","55",97,46
2086,"FM","56",98,45
2086,"FM","57",99,44
2086,"FM","58",99,43
2086,"FM","59",99,42
2086,"FM","60",99,41
2086,"FM","61",99,40
2086,"FM","62",99,39
2086,"FM","63",99,38
2086,"FM","64",98,37
2086,"FM","65",98,36
2086,"FM","66",99,35
2086,"FM","67",100,34
2086,"FM","68",103,33
2086,"FM","69",107,32
2086,"FM","70",109,31
2086,"FM","71",110,30
2086,"FM","72",109,29
2086,"FM","73",108,28
2086,"FM","74",104,27
2086,"FM","75",97,26
2086,"FM","76",95,25
2086,"FM","77",95,24
2086,"FM","78",95,23
2086,"FM","79",95,22
2086,"FM","80",96,21
2086,"FM","81",98,20
2086,"FM","82",100,19
2086,"FM","83",103,18
2086,"FM","84",106,17
2086,"FM","85",109,16
2086,"FM","86",111,15
2086,"FM","87",112,14
2086,"FM","88",111,13
2086,"FM","89",108,12
2086,"FM","90",104,11
2086,"FM","91",98,10
2086,"FM","92",91,9
2086,"FM","93",83,8
2086,"FM","94",75,7
2086,"FM","95",66,6
2086,"FM","96",58,5
2086,"FM","97",51,4
2086,"FM","98",44,3
2086,"FM","99",37,2
2086,"FM","100+",137,1
2086,"M","0",62,101
2086,"M","1",62,100
2086,"M","2",62,99
2086,"M","3",63,98
2086,"M","4",63,97
2086,"M","5",63,96
2086,"M","6",64,95
2086,"M","7",64,94
2086,"M","8",65,93
2086,"M","9",65,92
2086,"M","10",65,91
2086,"M","11",66,90
2086,"M","12",67,89
2086,"M","13",68,88
2086,"M","14",69,87
2086,"M","15",70,86
2086,"M","16",70,85
2086,"M","17",71,84
2086,"M","18",72,83
2086,"M","19",73,82
2086,"M","20",74,81
2086,"M","21",75,80
2086,"M","22",76,79
2086,"M","23",76,78
2086,"M","24",77,77
2086,"M","25",78,76
2086,"M","26",79,75
2086,"M","27",80,74
2086,"M","28",81,73
2086,"M","29",81,72
2086,"M","30",82,71
2086,"M","31",83,70
2086,"M","32",83,69
2086,"M","33",84,68
2086,"M","34",84,67
2086,"M","35",84,66
2086,"M","36",84,65
2086,"M","37",84,64
2086,"M","38",85,63
2086,"M","39",85,62
2086,"M","40",85,61
2086,"M","41",85,60
2086,"M","42",85,59
2086,"M","43",86,58
2086,"M","44",87,57
2086,"M","45",88,56
2086,"M","46",89,55
2086,"M","47",90,54
2086,"M","48",92,53
2086,"M","49",93,52
2086,"M","50",95,51
2086,"M","51",96,50
2086,"M","52",98,49
2086,"M","53",99,48
2086,"M","54",100,47
2086,"M","55",100,46
2086,"M","56",101,45
2086,"M","57",101,44
2086,"M","58",102,43
2086,"M","59",102,42
2086,"M","60",102,41
2086,"M","61",102,40
2086,"M","62",101,39
2086,"M","63",101,38
2086,"M","64",100,37
2086,"M","65",100,36
2086,"M","66",100,35
2086,"M","67",101,34
2086,"M","68",103,33
2086,"M","69",107,32
2086,"M","70",109,31
2086,"M","71",110,30
2086,"M","72",108,29
2086,"M","73",107,28
2086,"M","74",102,27
2086,"M","75",95,26
2086,"M","76",92,25
2086,"M","77",91,24
2086,"M","78",91,23
2086,"M","79",90,22
2086,"M","80",90,21
2086,"M","81",91,20
2086,"M","82",91,19
2086,"M","83",92,18
2086,"M","84",94,17
2086,"M","85",94,16
2086,"M","86",94,15
2086,"M","87",93,14
2086,"M","88",89,13
2086,"M","89",84,12
2086,"M","90",78,11
2086,"M","91",71,10
2086,"M","92",63,9
2086,"M","93",55,8
2086,"M","94",47,7
2086,"M","95",40,6
2086,"M","96",33,5
2086,"M","97",26,4
2086,"M","98",21,3
2086,"M","99",16,2
2086,"M","100+",40,1
