"year","sex","ageGroup","population","order"
2065,"FM","0",68,101
2065,"FM","1",68,100
2065,"FM","2",69,99
2065,"FM","3",69,98
2065,"FM","4",69,97
2065,"FM","5",70,96
2065,"FM","6",70,95
2065,"FM","7",71,94
2065,"FM","8",71,93
2065,"FM","9",72,92
2065,"FM","10",72,91
2065,"FM","11",72,90
2065,"FM","12",73,89
2065,"FM","13",73,88
2065,"FM","14",73,87
2065,"FM","15",73,86
2065,"FM","16",73,85
2065,"FM","17",73,84
2065,"FM","18",74,83
2065,"FM","19",74,82
2065,"FM","20",75,81
2065,"FM","21",75,80
2065,"FM","22",76,79
2065,"FM","23",77,78
2065,"FM","24",79,77
2065,"FM","25",81,76
2065,"FM","26",82,75
2065,"FM","27",84,74
2065,"FM","28",86,73
2065,"FM","29",88,72
2065,"FM","30",90,71
2065,"FM","31",92,70
2065,"FM","32",93,69
2065,"FM","33",95,68
2065,"FM","34",96,67
2065,"FM","35",97,66
2065,"FM","36",98,65
2065,"FM","37",99,64
2065,"FM","38",99,63
2065,"FM","39",99,62
2065,"FM","40",100,61
2065,"FM","41",100,60
2065,"FM","42",100,59
2065,"FM","43",99,58
2065,"FM","44",100,57
2065,"FM","45",100,56
2065,"FM","46",102,55
2065,"FM","47",105,54
2065,"FM","48",109,53
2065,"FM","49",112,52
2065,"FM","50",114,51
2065,"FM","51",113,50
2065,"FM","52",113,49
2065,"FM","53",109,48
2065,"FM","54",103,47
2065,"FM","55",101,46
2065,"FM","56",101,45
2065,"FM","57",102,44
2065,"FM","58",104,43
2065,"FM","59",106,42
2065,"FM","60",110,41
2065,"FM","61",114,40
2065,"FM","62",120,39
2065,"FM","63",126,38
2065,"FM","64",133,37
2065,"FM","65",140,36
2065,"FM","66",146,35
2065,"FM","67",151,34
2065,"FM","68",154,33
2065,"FM","69",155,32
2065,"FM","70",156,31
2065,"FM","71",155,30
2065,"FM","72",154,29
2065,"FM","73",151,28
2065,"FM","74",148,27
2065,"FM","75",146,26
2065,"FM","76",145,25
2065,"FM","77",146,24
2065,"FM","78",149,23
2065,"FM","79",153,22
2065,"FM","80",157,21
2065,"FM","81",159,20
2065,"FM","82",160,19
2065,"FM","83",160,18
2065,"FM","84",157,17
2065,"FM","85",152,16
2065,"FM","86",145,15
2065,"FM","87",136,14
2065,"FM","88",125,13
2065,"FM","89",113,12
2065,"FM","90",101,11
2065,"FM","91",90,10
2065,"FM","92",80,9
2065,"FM","93",72,8
2065,"FM","94",64,7
2065,"FM","95",56,6
2065,"FM","96",49,5
2065,"FM","97",42,4
2065,"FM","98",34,3
2065,"FM","99",28,2
2065,"FM","100+",77,1
2065,"M","0",72,101
2065,"M","1",72,100
2065,"M","2",73,99
2065,"M","3",73,98
2065,"M","4",74,97
2065,"M","5",74,96
2065,"M","6",75,95
2065,"M","7",75,94
2065,"M","8",76,93
2065,"M","9",76,92
2065,"M","10",77,91
2065,"M","11",77,90
2065,"M","12",77,89
2065,"M","13",77,88
2065,"M","14",77,87
2065,"M","15",77,86
2065,"M","16",77,85
2065,"M","17",77,84
2065,"M","18",78,83
2065,"M","19",78,82
2065,"M","20",79,81
2065,"M","21",79,80
2065,"M","22",80,79
2065,"M","23",81,78
2065,"M","24",83,77
2065,"M","25",85,76
2065,"M","26",86,75
2065,"M","27",88,74
2065,"M","28",90,73
2065,"M","29",92,72
2065,"M","30",95,71
2065,"M","31",96,70
2065,"M","32",98,69
2065,"M","33",100,68
2065,"M","34",101,67
2065,"M","35",102,66
2065,"M","36",103,65
2065,"M","37",104,64
2065,"M","38",104,63
2065,"M","39",104,62
2065,"M","40",105,61
2065,"M","41",105,60
2065,"M","42",105,59
2065,"M","43",104,58
2065,"M","44",104,57
2065,"M","45",105,56
2065,"M","46",107,55
2065,"M","47",110,54
2065,"M","48",115,53
2065,"M","49",118,52
2065,"M","50",119,51
2065,"M","51",118,50
2065,"M","52",118,49
2065,"M","53",114,48
2065,"M","54",107,47
2065,"M","55",105,46
2065,"M","56",105,45
2065,"M","57",106,44
2065,"M","58",108,43
2065,"M","59",110,42
2065,"M","60",113,41
2065,"M","61",117,40
2065,"M","62",123,39
2065,"M","63",129,38
2065,"M","64",135,37
2065,"M","65",142,36
2065,"M","66",147,35
2065,"M","67",151,34
2065,"M","68",153,33
2065,"M","69",154,32
2065,"M","70",153,31
2065,"M","71",152,30
2065,"M","72",150,29
2065,"M","73",147,28
2065,"M","74",144,27
2065,"M","75",140,26
2065,"M","76",138,25
2065,"M","77",137,24
2065,"M","78",136,23
2065,"M","79",136,22
2065,"M","80",136,21
2065,"M","81",134,20
2065,"M","82",132,19
2065,"M","83",128,18
2065,"M","84",123,17
2065,"M","85",116,16
2065,"M","86",108,15
2065,"M","87",98,14
2065,"M","88",86,13
2065,"M","89",75,12
2065,"M","90",64,11
2065,"M","91",54,10
2065,"M","92",46,9
2065,"M","93",39,8
2065,"M","94",33,7
2065,"M","95",28,6
2065,"M","96",23,5
2065,"M","97",18,4
2065,"M","98",14,3
2065,"M","99",10,2
2065,"M","100+",20,1
