"year","sex","ageGroup","population","order"
2032,"FM","0",87,101
2032,"FM","1",88,100
2032,"FM","2",89,99
2032,"FM","3",89,98
2032,"FM","4",90,97
2032,"FM","5",90,96
2032,"FM","6",91,95
2032,"FM","7",91,94
2032,"FM","8",91,93
2032,"FM","9",91,92
2032,"FM","10",91,91
2032,"FM","11",91,90
2032,"FM","12",91,89
2032,"FM","13",93,88
2032,"FM","14",96,87
2032,"FM","15",101,86
2032,"FM","16",104,85
2032,"FM","17",106,84
2032,"FM","18",106,83
2032,"FM","19",106,82
2032,"FM","20",103,81
2032,"FM","21",97,80
2032,"FM","22",95,79
2032,"FM","23",96,78
2032,"FM","24",98,77
2032,"FM","25",100,76
2032,"FM","26",104,75
2032,"FM","27",108,74
2032,"FM","28",113,73
2032,"FM","29",119,72
2032,"FM","30",126,71
2032,"FM","31",135,70
2032,"FM","32",143,69
2032,"FM","33",150,68
2032,"FM","34",155,67
2032,"FM","35",159,66
2032,"FM","36",162,65
2032,"FM","37",164,64
2032,"FM","38",164,63
2032,"FM","39",164,62
2032,"FM","40",163,61
2032,"FM","41",161,60
2032,"FM","42",160,59
2032,"FM","43",161,58
2032,"FM","44",164,57
2032,"FM","45",170,56
2032,"FM","46",177,55
2032,"FM","47",186,54
2032,"FM","48",193,53
2032,"FM","49",199,52
2032,"FM","50",204,51
2032,"FM","51",208,50
2032,"FM","52",210,49
2032,"FM","53",210,48
2032,"FM","54",206,47
2032,"FM","55",201,46
2032,"FM","56",192,45
2032,"FM","57",184,44
2032,"FM","58",178,43
2032,"FM","59",175,42
2032,"FM","60",174,41
2032,"FM","61",175,40
2032,"FM","62",176,39
2032,"FM","63",178,38
2032,"FM","64",179,37
2032,"FM","65",179,36
2032,"FM","66",179,35
2032,"FM","67",178,34
2032,"FM","68",176,33
2032,"FM","69",174,32
2032,"FM","70",170,31
2032,"FM","71",166,30
2032,"FM","72",162,29
2032,"FM","73",158,28
2032,"FM","74",153,27
2032,"FM","75",149,26
2032,"FM","76",145,25
2032,"FM","77",140,24
2032,"FM","78",132,23
2032,"FM","79",122,22
2032,"FM","80",110,21
2032,"FM","81",96,20
2032,"FM","82",83,19
2032,"FM","83",71,18
2032,"FM","84",62,17
2032,"FM","85",55,16
2032,"FM","86",49,15
2032,"FM","87",45,14
2032,"FM","88",40,13
2032,"FM","89",35,12
2032,"FM","90",31,11
2032,"FM","91",26,10
2032,"FM","92",22,9
2032,"FM","93",18,8
2032,"FM","94",15,7
2032,"FM","95",12,6
2032,"FM","96",10,5
2032,"FM","97",7,4
2032,"FM","98",6,3
2032,"FM","99",4,2
2032,"FM","100+",9,1
2032,"M","0",92,101
2032,"M","1",93,100
2032,"M","2",94,99
2032,"M","3",95,98
2032,"M","4",96,97
2032,"M","5",96,96
2032,"M","6",97,95
2032,"M","7",97,94
2032,"M","8",97,93
2032,"M","9",97,92
2032,"M","10",97,91
2032,"M","11",97,90
2032,"M","12",98,89
2032,"M","13",100,88
2032,"M","14",103,87
2032,"M","15",108,86
2032,"M","16",112,85
2032,"M","17",114,84
2032,"M","18",113,83
2032,"M","19",114,82
2032,"M","20",110,81
2032,"M","21",104,80
2032,"M","22",102,79
2032,"M","23",104,78
2032,"M","24",106,77
2032,"M","25",108,76
2032,"M","26",112,75
2032,"M","27",116,74
2032,"M","28",121,73
2032,"M","29",128,72
2032,"M","30",136,71
2032,"M","31",144,70
2032,"M","32",153,69
2032,"M","33",160,68
2032,"M","34",166,67
2032,"M","35",170,66
2032,"M","36",172,65
2032,"M","37",174,64
2032,"M","38",174,63
2032,"M","39",174,62
2032,"M","40",174,61
2032,"M","41",172,60
2032,"M","42",171,59
2032,"M","43",172,58
2032,"M","44",174,57
2032,"M","45",177,56
2032,"M","46",182,55
2032,"M","47",187,54
2032,"M","48",192,53
2032,"M","49",196,52
2032,"M","50",199,51
2032,"M","51",202,50
2032,"M","52",202,49
2032,"M","53",200,48
2032,"M","54",195,47
2032,"M","55",188,46
2032,"M","56",178,45
2032,"M","57",169,44
2032,"M","58",162,43
2032,"M","59",159,42
2032,"M","60",158,41
2032,"M","61",159,40
2032,"M","62",161,39
2032,"M","63",163,38
2032,"M","64",163,37
2032,"M","65",163,36
2032,"M","66",162,35
2032,"M","67",160,34
2032,"M","68",157,33
2032,"M","69",153,32
2032,"M","70",149,31
2032,"M","71",144,30
2032,"M","72",139,29
2032,"M","73",134,28
2032,"M","74",129,27
2032,"M","75",124,26
2032,"M","76",119,25
2032,"M","77",113,24
2032,"M","78",106,23
2032,"M","79",96,22
2032,"M","80",85,21
2032,"M","81",73,20
2032,"M","82",61,19
2032,"M","83",52,18
2032,"M","84",44,17
2032,"M","85",39,16
2032,"M","86",35,15
2032,"M","87",31,14
2032,"M","88",27,13
2032,"M","89",23,12
2032,"M","90",19,11
2032,"M","91",16,10
2032,"M","92",12,9
2032,"M","93",9,8
2032,"M","94",7,7
2032,"M","95",5,6
2032,"M","96",4,5
2032,"M","97",3,4
2032,"M","98",2,3
2032,"M","99",1,2
2032,"M","100+",2,1
